inventory_id,product_id,quantity_available,reorder_level,last_updated
18083,18083,16,39,2025-01-26 23:08:28.552512
18084,18084,220,39,2025-04-02 22:47:51.780354
18085,18085,10,27,2025-03-26 18:27:33.252963
18086,18086,81,39,2025-05-09 05:37:06.216039
18087,18087,71,38,2025-05-09 23:02:11.162558
18088,18088,117,43,2025-05-06 14:57:23.696624
18089,18089,24,35,2025-04-13 22:57:16.963388
18090,18090,238,44,2025-04-21 19:22:48.932567
18091,18091,21,38,2025-01-07 07:26:49.778549
18092,18092,180,22,2025-04-04 06:51:06.024376
18093,18093,212,36,2025-01-23 02:55:59.499143
18094,18094,51,22,2025-01-10 09:02:41.835464
18095,18095,168,40,2025-04-19 15:14:39.755389
18096,18096,122,21,2025-02-13 07:37:54.494632
18097,18097,32,37,2025-04-01 01:40:47.003837
18098,18098,86,49,2025-04-19 04:33:11.202309
18099,18099,164,49,2025-04-06 15:28:25.703053
18100,18100,297,47,2025-03-09 14:45:52.808366
18101,18101,216,25,2025-02-19 03:03:33.174735
18102,18102,41,22,2025-01-24 02:42:23.133326
18103,18103,72,46,2025-03-16 14:26:39.309798
18104,18104,131,25,2025-05-07 08:07:43.492529
18105,18105,194,48,2025-02-22 18:10:22.690285
18106,18106,172,45,2025-01-06 23:35:33.181578
18107,18107,12,33,2025-03-04 03:42:19.609258
18108,18108,11,37,2025-05-08 22:02:55.862136
18109,18109,264,30,2025-03-20 14:01:15.537682
18110,18110,182,36,2025-05-09 04:29:31.488736
18111,18111,25,40,2025-04-11 16:46:44.370089
18112,18112,126,23,2025-03-07 10:42:08.702988
18113,18113,149,34,2025-05-07 21:48:15.002641
18114,18114,190,48,2025-04-21 02:30:57.108077
18115,18115,20,28,2025-01-06 22:33:48.442189
18116,18116,6,37,2025-03-30 15:04:35.104694
18117,18117,231,21,2025-02-14 06:23:33.713489
18118,18118,51,31,2025-02-04 04:59:34.152666
18119,18119,94,26,2025-02-16 16:21:42.952742
18120,18120,129,43,2025-04-30 12:53:59.202082
18121,18121,36,34,2025-05-13 13:51:55.412187
18122,18122,213,30,2025-02-25 22:47:44.076110
18123,18123,91,30,2025-01-22 03:56:22.569473
18124,18124,292,22,2025-01-14 20:24:38.967203
18125,18125,176,29,2025-02-20 12:21:11.440197
18126,18126,210,46,2025-03-12 19:32:00.602741
18127,18127,276,48,2025-02-13 11:44:03.981826
18128,18128,211,41,2025-02-15 22:49:29.429733
18129,18129,277,25,2025-01-15 05:34:21.709053
18130,18130,264,41,2025-03-22 11:21:38.029422
18131,18131,192,35,2025-01-30 16:13:39.527398
18132,18132,89,46,2025-03-17 11:30:32.167644
18133,18133,24,22,2025-04-02 18:15:20.306837
18134,18134,24,33,2025-04-07 21:35:13.831340
18135,18135,208,49,2025-02-14 03:21:01.707587
18136,18136,269,43,2025-04-07 21:40:40.241877
18137,18137,34,25,2025-02-13 15:29:22.555043
18138,18138,116,26,2025-01-27 13:48:46.315301
18139,18139,72,22,2025-01-18 18:15:22.192842
18140,18140,285,40,2025-03-07 13:48:44.221766
18141,18141,84,47,2025-02-01 14:19:42.710592
18142,18142,241,45,2025-02-03 10:02:24.099337
18143,18143,86,37,2025-01-27 18:46:44.448948
18144,18144,167,42,2025-03-18 10:12:46.303936
18145,18145,258,31,2025-04-19 02:21:44.691810
18146,18146,82,44,2025-04-17 02:18:23.846088
18147,18147,169,46,2025-04-06 02:21:05.474983
18148,18148,6,39,2025-04-24 01:16:42.038476
18149,18149,63,38,2025-03-07 08:20:19.758033
18150,18150,271,24,2025-05-11 09:58:08.628661
18151,18151,209,32,2025-01-08 17:53:17.340575
18152,18152,38,43,2025-01-27 20:42:34.693480
18153,18153,168,24,2025-01-06 14:53:33.557471
18154,18154,62,27,2025-04-09 16:09:09.460934
18155,18155,97,26,2025-03-03 07:02:25.831213
18156,18156,112,33,2025-03-29 04:14:31.955703
18157,18157,167,21,2025-02-23 18:21:27.489812
18158,18158,77,21,2025-01-20 14:28:18.660532
18159,18159,18,42,2025-04-29 07:47:23.442029
18160,18160,267,32,2025-02-11 14:38:08.069680
18161,18161,156,28,2025-03-09 06:12:21.247406
18162,18162,122,44,2025-02-02 08:39:41.832949
18163,18163,135,38,2025-03-04 17:00:38.889518
18164,18164,57,22,2025-01-30 09:02:39.473406
18165,18165,120,44,2025-02-07 17:07:55.450753
18166,18166,18,25,2025-05-12 09:22:57.221308
18167,18167,204,41,2025-04-26 05:50:50.674132
18168,18168,290,43,2025-01-30 11:22:48.210194
18169,18169,106,47,2025-02-26 08:52:03.327323
18170,18170,221,28,2025-01-20 23:47:21.498388
18171,18171,86,37,2025-01-06 16:27:39.643063
18172,18172,64,44,2025-03-03 00:26:57.544188
18173,18173,25,37,2025-01-13 14:20:37.585198
18174,18174,58,48,2025-02-25 15:03:14.954727
18175,18175,197,25,2025-05-08 14:12:53.826062
18176,18176,182,43,2025-04-12 11:09:30.490822
18177,18177,147,45,2025-01-16 15:22:13.339435
18178,18178,216,47,2025-02-04 01:07:36.275376
18179,18179,67,42,2025-03-01 08:05:25.315406
18180,18180,122,30,2025-03-25 00:49:50.914315
18181,18181,287,29,2025-03-02 00:02:25.202426
18182,18182,165,48,2025-03-23 05:31:09.897527
18183,18183,176,22,2025-04-14 02:37:51.058642
18184,18184,36,28,2025-03-05 17:49:27.293261
18185,18185,252,20,2025-01-16 23:17:20.280604
18186,18186,117,22,2025-01-26 20:32:55.324363
18187,18187,297,27,2025-03-09 13:41:11.811909
18188,18188,210,39,2025-04-16 00:56:29.727370
18189,18189,251,48,2025-02-04 10:10:26.226870
18190,18190,99,39,2025-04-17 09:20:07.964700
18191,18191,16,33,2025-04-09 03:33:05.461028
18192,18192,297,44,2025-04-10 15:13:11.858403
18193,18193,240,31,2025-05-09 12:08:00.537747
18194,18194,28,26,2025-03-29 20:09:49.274664
18195,18195,280,42,2025-01-13 09:39:26.674588
18196,18196,124,35,2025-04-28 06:53:26.406799
18197,18197,201,23,2025-05-05 13:59:58.019180
18198,18198,60,46,2025-03-15 21:57:46.624892
18199,18199,167,29,2025-04-01 02:36:26.794939
18200,18200,265,25,2025-01-14 06:50:29.244335
18201,18201,242,24,2025-02-11 08:05:24.879295
18202,18202,224,24,2025-03-30 01:56:57.269261
18203,18203,196,35,2025-02-08 18:56:17.148843
18204,18204,251,33,2025-04-10 20:58:24.653176
18205,18205,203,32,2025-02-19 15:34:30.060235
18206,18206,296,35,2025-01-13 17:28:04.435003
18207,18207,179,34,2025-02-15 17:01:13.221873
18208,18208,230,31,2025-03-21 19:26:25.783614
18209,18209,279,23,2025-03-18 05:20:08.750595
18210,18210,199,37,2025-02-17 00:56:00.076160
18211,18211,147,45,2025-01-22 22:17:00.055783
18212,18212,208,27,2025-01-05 13:13:07.566160
18213,18213,54,38,2025-03-16 15:31:53.315066
18214,18214,132,27,2025-01-25 23:40:28.688025
18215,18215,31,46,2025-02-08 20:51:07.936133
18216,18216,154,23,2025-03-02 11:06:22.745712
18217,18217,65,46,2025-03-16 16:07:14.893938
18218,18218,27,34,2025-01-22 06:21:26.446873
18219,18219,298,45,2025-01-22 01:11:00.201652
18220,18220,71,39,2025-02-27 21:25:18.672039
18221,18221,74,40,2025-05-11 18:17:36.207144
18222,18222,193,23,2025-03-25 21:56:24.943296
18223,18223,67,29,2025-04-28 14:24:08.226497
18224,18224,188,40,2025-02-08 23:54:38.985795
18225,18225,185,44,2025-03-09 07:29:26.626591
18226,18226,11,25,2025-01-18 17:59:06.415861
18227,18227,173,45,2025-04-27 14:36:31.182100
18228,18228,180,33,2025-04-04 12:18:19.066809
18229,18229,267,44,2025-04-02 05:27:49.304137
18230,18230,31,25,2025-02-14 05:07:09.480708
18231,18231,128,47,2025-01-05 20:21:23.297785
18232,18232,209,43,2025-03-04 20:10:50.170439
18233,18233,19,48,2025-02-04 13:59:11.053765
18234,18234,143,43,2025-01-10 05:55:16.518214
18235,18235,288,42,2025-03-07 19:07:30.828545
18236,18236,275,23,2025-01-27 01:46:33.709132
18237,18237,236,46,2025-01-03 20:06:22.487466
18238,18238,23,43,2025-05-02 14:24:51.842418
18239,18239,21,39,2025-02-04 16:10:15.106406
18240,18240,89,47,2025-04-26 15:38:22.803867
18241,18241,279,26,2025-01-23 00:59:46.763542
18242,18242,27,48,2025-05-07 17:57:05.530102
18243,18243,253,21,2025-02-28 08:46:11.057419
18244,18244,165,36,2025-01-02 16:16:05.787450
18245,18245,237,45,2025-03-22 23:44:05.586799
18246,18246,108,43,2025-03-01 23:52:54.393651
18247,18247,253,27,2025-02-24 12:01:27.783822
18248,18248,32,34,2025-05-05 00:33:46.132547
18249,18249,185,31,2025-01-15 15:42:18.783273
18250,18250,295,23,2025-01-20 14:20:18.536777
18251,18251,39,25,2025-01-22 17:07:47.789614
18252,18252,3,45,2025-01-15 07:58:05.950435
18253,18253,104,23,2025-03-01 15:47:09.562504
18254,18254,23,42,2025-01-08 03:09:45.706405
18255,18255,136,40,2025-02-05 03:20:54.168214
18256,18256,2,48,2025-02-09 02:03:36.535612
18257,18257,82,46,2025-05-16 09:22:31.673174
18258,18258,242,49,2025-01-28 23:05:35.395384
18259,18259,210,44,2025-03-24 05:19:57.673081
18260,18260,0,35,2025-04-07 04:45:35.682248
18261,18261,153,27,2025-02-25 00:28:12.131393
18262,18262,82,48,2025-05-02 22:56:43.016104
18263,18263,20,24,2025-03-10 18:13:53.100254
18264,18264,222,21,2025-02-26 23:31:57.174712
18265,18265,125,40,2025-01-04 18:08:23.652550
18266,18266,229,35,2025-01-03 17:09:41.073262
18267,18267,40,47,2025-03-06 17:36:27.145798
18268,18268,66,34,2025-03-02 07:43:48.414011
18269,18269,145,46,2025-04-15 16:46:34.698749
18270,18270,169,46,2025-01-19 13:48:38.933451
18271,18271,218,25,2025-03-09 13:27:59.462572
18272,18272,240,29,2025-01-15 15:24:20.995451
18273,18273,67,35,2025-01-27 07:09:41.178026
18274,18274,9,34,2025-03-08 20:21:54.873090
18275,18275,285,45,2025-01-10 09:48:02.797013
18276,18276,128,22,2025-05-02 12:37:02.609749
18277,18277,104,47,2025-04-19 13:31:52.951142
18278,18278,276,29,2025-02-10 09:53:07.412675
18279,18279,97,42,2025-03-13 19:58:32.390436
18280,18280,31,49,2025-05-02 05:37:48.000797
18281,18281,240,37,2025-03-06 08:45:56.867150
18282,18282,83,21,2025-02-27 18:30:11.764705
18283,18283,5,37,2025-04-10 13:03:59.229332
18284,18284,142,29,2025-01-28 22:01:30.129040
18285,18285,123,45,2025-04-17 13:40:04.683642
18286,18286,271,31,2025-02-09 01:10:55.344813
18287,18287,146,33,2025-01-12 13:03:27.791449
18288,18288,261,33,2025-01-03 00:20:35.474266
18289,18289,89,37,2025-03-26 08:33:58.116205
18290,18290,20,46,2025-05-12 22:17:16.679269
18291,18291,190,20,2025-03-16 01:50:24.709333
18292,18292,276,46,2025-02-01 22:11:55.862184
18293,18293,293,37,2025-01-18 09:58:45.147035
18294,18294,107,22,2025-04-12 18:18:48.415385
18295,18295,129,43,2025-03-15 01:34:48.646869
18296,18296,260,44,2025-03-27 05:47:58.282630
18297,18297,297,34,2025-01-04 19:37:14.773547
18298,18298,80,37,2025-02-23 18:20:16.195420
18299,18299,161,41,2025-02-25 05:45:46.945354
18300,18300,281,36,2025-01-24 21:32:37.746851
18301,18301,6,42,2025-02-27 22:28:40.789891
18302,18302,109,24,2025-03-19 22:13:02.116347
18303,18303,236,24,2025-01-13 12:09:09.600640
18304,18304,240,40,2025-04-10 21:57:45.008217
18305,18305,207,21,2025-03-22 22:37:43.360838
18306,18306,37,46,2025-02-26 05:54:04.081116
18307,18307,22,38,2025-03-04 17:18:01.435898
18308,18308,230,33,2025-03-31 13:34:53.363832
18309,18309,80,39,2025-02-02 07:17:37.274137
18310,18310,114,37,2025-05-12 00:13:23.719119
18311,18311,77,46,2025-02-14 04:56:30.938852
18312,18312,125,32,2025-03-14 23:57:37.695672
18313,18313,264,33,2025-02-26 19:33:25.066539
18314,18314,119,49,2025-01-24 09:22:30.177047
18315,18315,237,47,2025-02-12 07:36:51.796797
18316,18316,16,35,2025-01-22 19:17:56.004730
18317,18317,15,36,2025-04-13 00:58:59.275835
18318,18318,94,47,2025-01-13 10:25:46.309537
18319,18319,206,34,2025-04-17 07:52:48.827918
18320,18320,219,32,2025-03-18 00:45:04.445953
18321,18321,187,24,2025-04-30 00:08:07.910458
18322,18322,100,46,2025-03-24 14:29:02.998366
18323,18323,151,41,2025-04-10 09:27:37.636344
18324,18324,175,20,2025-02-27 08:45:09.106900
18325,18325,165,38,2025-04-13 14:54:44.055023
18326,18326,213,26,2025-03-18 13:35:40.529762
18327,18327,285,41,2025-01-24 11:51:05.573866
18328,18328,196,33,2025-04-26 03:01:57.621065
18329,18329,164,48,2025-03-21 07:22:15.147518
18330,18330,132,21,2025-03-19 00:31:39.294396
18331,18331,269,35,2025-01-16 07:22:24.085927
18332,18332,252,42,2025-01-01 09:46:48.150891
18333,18333,142,27,2025-05-10 15:02:47.417596
18334,18334,43,43,2025-03-14 05:16:42.380711
18335,18335,202,41,2025-02-19 21:17:16.734838
18336,18336,163,42,2025-02-05 04:00:13.720574
18337,18337,30,49,2025-05-06 22:20:50.984008
18338,18338,291,27,2025-05-10 16:08:31.569672
18339,18339,197,32,2025-02-25 21:04:16.973929
18340,18340,267,44,2025-03-17 19:13:20.968933
18341,18341,163,26,2025-01-16 22:17:56.270336
18342,18342,105,36,2025-04-15 12:43:38.638446
18343,18343,164,32,2025-01-23 11:55:09.661826
18344,18344,110,24,2025-01-28 22:32:27.625585
18345,18345,292,43,2025-01-25 19:29:40.987003
18346,18346,290,49,2025-01-26 21:18:20.787416
18347,18347,296,29,2025-03-12 15:54:23.892115
18348,18348,73,23,2025-02-05 04:58:35.653129
18349,18349,56,40,2025-03-22 05:14:55.668010
18350,18350,192,37,2025-01-30 02:36:52.551939
18351,18351,23,49,2025-02-17 09:01:43.894326
18352,18352,183,48,2025-01-28 12:30:46.103199
18353,18353,207,29,2025-04-26 14:04:34.166975
18354,18354,256,49,2025-03-20 02:00:11.717654
18355,18355,283,31,2025-03-03 10:00:44.642972
18356,18356,196,46,2025-02-06 09:32:40.792007
18357,18357,192,21,2025-03-18 19:59:32.871525
18358,18358,146,26,2025-04-08 18:36:41.929636
18359,18359,150,47,2025-01-07 12:17:42.274755
18360,18360,171,30,2025-04-05 20:56:14.181072
18361,18361,143,31,2025-01-09 16:33:34.089981
18362,18362,89,31,2025-05-04 17:48:33.653200
18363,18363,76,20,2025-03-11 13:41:08.504215
18364,18364,254,20,2025-02-06 07:48:16.971009
18365,18365,284,37,2025-05-08 03:31:47.756098
18366,18366,287,23,2025-03-19 23:44:42.796595
18367,18367,266,40,2025-02-21 22:00:48.125996
18368,18368,15,48,2025-01-08 20:49:56.381303
18369,18369,261,25,2025-04-25 20:55:39.504331
18370,18370,164,27,2025-02-26 14:47:46.115313
18371,18371,230,45,2025-04-24 19:42:36.591578
18372,18372,266,47,2025-01-15 15:52:34.761571
18373,18373,242,32,2025-02-10 05:00:33.666477
18374,18374,293,29,2025-03-10 00:18:46.695341
18375,18375,265,43,2025-01-08 17:04:53.408931
18376,18376,253,32,2025-03-23 04:43:44.035486
18377,18377,169,34,2025-04-09 15:05:03.243691
18378,18378,254,48,2025-01-02 19:09:34.275023
18379,18379,103,33,2025-03-19 12:03:13.718344
18380,18380,15,25,2025-03-07 08:18:05.186803
18381,18381,84,26,2025-05-03 02:39:15.421498
18382,18382,25,48,2025-04-24 02:12:44.770645
18383,18383,134,49,2025-04-14 05:21:00.784137
18384,18384,74,39,2025-02-10 05:47:30.174474
18385,18385,88,36,2025-03-16 20:25:32.281689
18386,18386,212,46,2025-05-12 10:44:18.130704
18387,18387,198,40,2025-01-19 16:21:26.236731
18388,18388,139,42,2025-03-30 23:50:28.020130
18389,18389,37,23,2025-03-03 15:59:13.623984
18390,18390,277,41,2025-05-02 01:16:40.427641
18391,18391,238,39,2025-02-16 22:47:57.559628
18392,18392,149,27,2025-01-22 04:19:33.041128
18393,18393,123,31,2025-05-14 23:52:33.986514
18394,18394,236,35,2025-01-16 22:11:29.669016
18395,18395,217,45,2025-02-23 06:17:09.978391
18396,18396,121,48,2025-01-02 01:29:46.456224
18397,18397,96,33,2025-02-07 06:14:59.312520
18398,18398,189,22,2025-01-16 15:14:26.844173
18399,18399,112,45,2025-01-30 08:30:46.705443
18400,18400,139,22,2025-04-14 08:06:54.026678
18401,18401,175,41,2025-01-12 07:27:13.151802
18402,18402,200,40,2025-03-18 08:33:57.534350
18403,18403,15,38,2025-03-03 22:07:04.194387
18404,18404,79,46,2025-02-04 04:50:01.565361
18405,18405,248,46,2025-04-18 10:22:18.745274
18406,18406,87,41,2025-02-11 14:28:23.255476
18407,18407,268,29,2025-02-15 06:49:01.705265
18408,18408,178,31,2025-04-25 11:37:14.487262
18409,18409,296,23,2025-05-03 16:32:19.271959
18410,18410,74,49,2025-03-10 03:35:58.534804
18411,18411,132,31,2025-04-10 03:36:48.699770
18412,18412,27,35,2025-05-10 12:12:32.534998
18413,18413,4,49,2025-04-08 06:37:02.078590
18414,18414,13,25,2025-04-20 10:20:32.611882
18415,18415,184,29,2025-04-24 16:09:17.813982
18416,18416,168,34,2025-04-04 00:11:24.593386
18417,18417,55,41,2025-05-12 18:44:45.055176
18418,18418,191,29,2025-01-28 04:31:56.030690
18419,18419,155,27,2025-04-03 09:21:25.556632
18420,18420,59,39,2025-03-15 16:07:45.864137
18421,18421,259,43,2025-02-04 19:05:34.488844
18422,18422,247,49,2025-01-05 10:19:07.718374
18423,18423,216,43,2025-04-05 21:35:42.178575
18424,18424,276,29,2025-04-20 09:48:28.342478
18425,18425,198,38,2025-05-10 00:53:31.555601
18426,18426,223,32,2025-04-14 19:08:44.695693
18427,18427,261,36,2025-02-06 08:47:48.240932
18428,18428,99,31,2025-03-01 08:21:41.776948
18429,18429,108,36,2025-01-22 10:08:59.234897
18430,18430,175,22,2025-01-25 18:18:59.063132
18431,18431,266,38,2025-02-25 23:50:10.510429
18432,18432,178,31,2025-02-16 08:29:54.122449
18433,18433,170,36,2025-01-05 17:01:19.654026
18434,18434,107,41,2025-04-07 14:41:20.568891
18435,18435,18,40,2025-02-19 11:39:25.611354
18436,18436,107,33,2025-05-03 10:27:47.045753
18437,18437,176,23,2025-03-11 13:20:59.328365
18438,18438,153,29,2025-01-17 11:11:52.249219
18439,18439,149,42,2025-02-09 13:17:14.168035
18440,18440,284,20,2025-01-05 03:53:03.740430
18441,18441,230,26,2025-03-10 05:22:54.087099
18442,18442,89,39,2025-02-14 11:40:12.542531
18443,18443,97,38,2025-02-28 02:29:16.461480
18444,18444,82,38,2025-04-20 10:08:43.763681
18445,18445,119,22,2025-01-19 03:05:05.254108
18446,18446,43,24,2025-01-12 20:38:06.495034
18447,18447,290,42,2025-02-28 13:54:18.038188
18448,18448,171,25,2025-04-29 01:13:19.883712
18449,18449,98,20,2025-03-08 12:00:00.159948
18450,18450,7,22,2025-01-19 19:07:08.547342
18451,18451,297,32,2025-04-14 01:49:34.170971
18452,18452,1,32,2025-05-07 09:58:40.852867
18453,18453,240,40,2025-03-07 08:11:48.721467
18454,18454,30,38,2025-02-06 11:00:38.073540
18455,18455,157,48,2025-03-21 06:06:49.947332
18456,18456,20,29,2025-04-30 11:43:24.386749
18457,18457,229,42,2025-05-01 02:25:29.642925
18458,18458,8,35,2025-04-25 13:28:23.631894
18459,18459,84,48,2025-01-22 13:19:05.684028
18460,18460,10,48,2025-04-12 10:16:28.711519
18461,18461,276,34,2025-05-14 09:08:10.948734
18462,18462,219,45,2025-04-02 18:29:28.367560
18463,18463,232,38,2025-02-13 21:41:04.278231
18464,18464,234,23,2025-03-06 23:29:26.185098
18465,18465,260,27,2025-01-11 22:04:35.480191
18466,18466,290,25,2025-05-13 21:03:34.040849
18467,18467,243,28,2025-03-13 22:36:11.136353
18468,18468,285,39,2025-02-25 07:00:32.028936
18469,18469,82,38,2025-03-18 02:43:06.141386
18470,18470,214,49,2025-03-14 08:20:29.232840
18471,18471,117,46,2025-01-08 04:46:38.242520
18472,18472,3,31,2025-02-03 18:04:12.949780
18473,18473,96,26,2025-01-21 05:52:24.994024
18474,18474,31,46,2025-03-08 01:28:24.132140
18475,18475,129,35,2025-02-07 03:09:42.844404
18476,18476,136,44,2025-04-24 12:47:34.133894
18477,18477,25,43,2025-04-16 03:15:40.937130
18478,18478,186,23,2025-05-13 12:02:27.861511
18479,18479,61,24,2025-01-22 04:10:52.694319
18480,18480,143,36,2025-03-15 08:06:02.502024
18481,18481,27,24,2025-05-10 06:32:44.551837
18482,18482,264,35,2025-04-07 14:58:08.909418
18483,18483,212,31,2025-02-06 12:20:42.256308
18484,18484,47,43,2025-02-15 14:01:18.827462
18485,18485,96,35,2025-04-20 03:58:25.890839
18486,18486,129,31,2025-03-21 00:17:43.335075
18487,18487,122,30,2025-04-13 13:45:04.910823
18488,18488,246,41,2025-03-29 00:54:11.042130
18489,18489,173,48,2025-01-05 19:56:10.610641
18490,18490,3,47,2025-02-01 17:01:21.437255
18491,18491,71,37,2025-02-13 23:10:11.392050
18492,18492,176,20,2025-05-08 16:06:36.002703
18493,18493,264,33,2025-02-17 07:56:11.592041
18494,18494,134,22,2025-05-01 10:13:14.458287
18495,18495,281,41,2025-03-13 07:30:42.173893
18496,18496,198,25,2025-01-30 07:40:06.856862
18497,18497,110,39,2025-01-07 06:13:55.937643
18498,18498,2,21,2025-02-19 13:41:00.536653
18499,18499,26,38,2025-05-11 19:38:57.733585
18500,18500,274,29,2025-05-11 06:30:22.240965
18501,18501,218,48,2025-01-19 10:06:14.186841
18502,18502,184,39,2025-01-16 18:02:16.779893
18503,18503,221,23,2025-01-09 15:56:02.044508
18504,18504,110,25,2025-04-11 11:03:21.090723
18505,18505,61,41,2025-03-29 22:37:01.977146
18506,18506,44,28,2025-04-23 08:43:39.190933
18507,18507,272,26,2025-03-30 10:17:37.941756
18508,18508,187,25,2025-03-19 14:00:27.550671
18509,18509,3,32,2025-03-14 19:38:12.996083
18510,18510,101,27,2025-05-04 18:06:53.994938
18511,18511,151,39,2025-05-02 02:45:50.554216
18512,18512,115,22,2025-02-26 12:45:45.805724
18513,18513,244,28,2025-01-12 01:12:06.176645
18514,18514,133,22,2025-03-31 14:42:40.215297
18515,18515,253,49,2025-05-03 06:28:39.806462
18516,18516,166,42,2025-01-13 03:39:12.977329
18517,18517,283,38,2025-01-20 03:05:23.422005
18518,18518,192,39,2025-05-12 16:28:04.013310
18519,18519,92,21,2025-01-17 03:20:28.075031
18520,18520,298,28,2025-04-06 10:40:11.000191
18521,18521,263,28,2025-04-20 02:14:17.652167
18522,18522,27,28,2025-02-28 15:01:46.859220
18523,18523,40,46,2025-05-13 00:40:23.690723
18524,18524,138,20,2025-01-20 22:23:49.740021
18525,18525,203,40,2025-04-11 19:20:15.788320
18526,18526,47,47,2025-02-02 02:16:24.460276
18527,18527,159,31,2025-03-04 03:30:58.559651
18528,18528,23,45,2025-01-28 15:17:47.358191
18529,18529,295,21,2025-02-18 21:14:36.887036
18530,18530,29,25,2025-04-09 23:19:26.236699
18531,18531,188,25,2025-02-24 08:23:20.908552
18532,18532,188,35,2025-04-28 15:16:35.092522
18533,18533,204,36,2025-03-07 16:26:56.299651
18534,18534,233,37,2025-01-02 17:55:51.585757
18535,18535,12,30,2025-04-25 10:47:13.296432
18536,18536,124,25,2025-03-28 06:00:38.268325
18537,18537,173,33,2025-03-19 14:29:31.215514
18538,18538,40,46,2025-03-24 10:53:48.108955
18539,18539,0,47,2025-01-01 05:55:05.373499
18540,18540,259,49,2025-02-13 11:54:43.348252
18541,18541,76,48,2025-01-27 13:53:07.109580
18542,18542,99,35,2025-02-03 12:11:04.276610
18543,18543,202,36,2025-02-07 15:16:18.777698
18544,18544,90,26,2025-04-01 01:04:15.581079
18545,18545,119,31,2025-02-26 16:34:14.308215
18546,18546,112,21,2025-04-29 17:59:45.597315
18547,18547,282,25,2025-03-30 13:30:25.491881
18548,18548,26,46,2025-04-04 09:45:01.315451
18549,18549,167,35,2025-01-27 06:17:35.951317
18550,18550,78,33,2025-03-31 15:09:21.928555
18551,18551,127,25,2025-03-11 20:42:34.880113
18552,18552,198,37,2025-05-14 02:21:05.929746
18553,18553,14,27,2025-03-30 15:12:38.381468
18554,18554,204,39,2025-02-14 18:47:52.697804
18555,18555,64,43,2025-04-28 14:41:49.048846
18556,18556,80,29,2025-03-24 10:50:31.159360
18557,18557,187,21,2025-03-18 14:17:42.065941
18558,18558,8,40,2025-01-03 11:26:02.249112
18559,18559,245,43,2025-01-01 07:52:35.626393
18560,18560,266,44,2025-02-26 06:51:44.378441
18561,18561,27,22,2025-03-02 16:15:04.110274
18562,18562,180,28,2025-05-01 12:00:26.577565
18563,18563,24,25,2025-01-18 20:35:27.362159
18564,18564,13,31,2025-02-14 10:18:44.324274
18565,18565,134,32,2025-04-29 13:00:20.263965
18566,18566,13,30,2025-04-30 07:37:39.759141
18567,18567,69,30,2025-03-02 03:53:38.551979
18568,18568,208,39,2025-05-06 12:57:34.376178
18569,18569,258,21,2025-01-21 18:49:12.044569
18570,18570,284,25,2025-05-13 06:13:38.195274
18571,18571,148,30,2025-04-08 22:02:48.271512
18572,18572,137,43,2025-01-02 09:35:00.407824
18573,18573,144,20,2025-01-04 20:38:22.485572
18574,18574,135,39,2025-04-19 18:23:13.313543
18575,18575,103,29,2025-03-23 09:23:27.098871
18576,18576,2,49,2025-02-25 10:28:34.907293
18577,18577,142,23,2025-03-12 19:06:49.182356
18578,18578,292,23,2025-01-16 20:46:52.661815
18579,18579,152,25,2025-03-29 16:37:45.314983
18580,18580,208,42,2025-05-07 00:58:50.184240
18581,18581,152,38,2025-04-26 20:34:48.480192
18582,18582,247,32,2025-04-15 02:28:10.964531
18583,18583,223,39,2025-03-12 18:17:16.721934
18584,18584,129,43,2025-01-21 20:47:08.735733
18585,18585,296,20,2025-04-04 03:31:18.006916
18586,18586,114,38,2025-04-07 10:24:40.456242
18587,18587,5,24,2025-04-22 07:15:58.502332
18588,18588,199,33,2025-01-05 05:58:54.645944
18589,18589,48,25,2025-04-06 15:45:57.962562
18590,18590,176,29,2025-02-15 21:17:08.881651
18591,18591,231,39,2025-03-03 00:59:30.787685
18592,18592,111,47,2025-01-13 00:08:34.791389
18593,18593,18,45,2025-01-18 00:22:56.225903
18594,18594,190,37,2025-04-21 05:38:25.512665
18595,18595,4,37,2025-05-07 14:25:11.151684
18596,18596,274,31,2025-01-21 03:54:17.525553
18597,18597,175,27,2025-01-31 11:02:14.307796
18598,18598,243,46,2025-03-05 08:50:26.142089
18599,18599,235,35,2025-05-12 22:54:17.349515
18600,18600,254,37,2025-01-01 14:28:12.038956
18601,18601,240,36,2025-02-14 08:03:20.034825
18602,18602,68,33,2025-03-15 07:41:40.783560
18603,18603,271,38,2025-05-16 19:05:03.026908
18604,18604,91,28,2025-03-19 22:16:21.762227
18605,18605,283,25,2025-03-07 00:24:40.756915
18606,18606,274,39,2025-05-01 15:26:38.614225
18607,18607,22,27,2025-04-08 10:15:06.906518
18608,18608,24,21,2025-01-28 02:54:41.696401
18609,18609,299,43,2025-05-07 09:09:09.497928
18610,18610,181,23,2025-01-02 04:50:26.977070
18611,18611,272,38,2025-02-04 21:49:19.212688
18612,18612,194,23,2025-05-02 13:29:07.203849
18613,18613,89,27,2025-03-27 13:41:13.242841
18614,18614,31,24,2025-01-26 09:54:45.426691
18615,18615,89,28,2025-05-02 16:27:20.185946
18616,18616,80,42,2025-01-20 13:58:18.215602
18617,18617,286,31,2025-02-25 12:57:45.939587
18618,18618,102,21,2025-04-16 00:40:06.669529
18619,18619,160,34,2025-05-04 09:05:37.562277
